marker	chr	start
780	RSM_4_14.95	4	14950000
781	RSM_4_15.05	4	15050000
782	RSM_4_15.15	4	15150000
783	RSM_4_15.25	4	15250000
784	RSM_4_15.35	4	15350000
785	RSM_4_15.45	4	15450000
786	RSM_4_15.55	4	15550000
787	RSM_4_15.65	4	15650000
788	RSM_4_15.75	4	15750000
789	RSM_4_15.85	4	15850000
790	RSM_4_15.95	4	15950000
791	RSM_4_16.05	4	16050000
792	RSM_4_16.15	4	16150000
793	RSM_4_16.25	4	16250000
794	RSM_4_16.35	4	16350000
795	RSM_4_16.45	4	16450000
796	RSM_4_16.55	4	16550000
797	RSM_4_16.65	4	16650000
798	RSM_4_16.75	4	16750000
799	RSM_4_16.85	4	16850000
800	RSM_4_16.95	4	16950000
801	RSM_4_17.05	4	17050000
802	RSM_4_17.15	4	17150000
803	RSM_4_17.25	4	17250000
804	RSM_4_17.35	4	17350000
805	RSM_4_17.45	4	17450000
806	RSM_4_17.55	4	17550000
807	RSM_4_17.65	4	17650000
808	RSM_4_17.75	4	17750000
809	RSM_4_17.85	4	17850000
810	RSM_4_17.95	4	17950000
811	RSM_4_18.05	4	18050000
812	RSM_4_18.15	4	18150000
813	RSM_4_18.25	4	18250000
814	RSM_4_18.35	4	18350000
815	RSM_4_18.45	4	18450000
816	RSM_4_18.55	4	18550000
817	RSM_5_0.05	5	50000
818	RSM_5_0.15	5	150000
819	RSM_5_0.25	5	250000
820	RSM_5_0.35	5	350000
821	RSM_5_0.45	5	450000
822	RSM_5_0.55	5	550000
823	RSM_5_0.65	5	650000
824	RSM_5_0.75	5	750000
825	RSM_5_0.85	5	850000
826	RSM_5_0.95	5	950000
827	RSM_5_1.05	5	1050000
828	RSM_5_1.15	5	1150000
829	RSM_5_1.25	5	1250000
830	RSM_5_1.35	5	1350000
831	RSM_5_1.45	5	1450000
832	RSM_5_1.55	5	1550000
833	RSM_5_1.65	5	1650000
834	RSM_5_1.75	5	1750000
835	RSM_5_1.85	5	1850000
836	RSM_5_1.95	5	1950000
837	RSM_5_2.05	5	2050000
838	RSM_5_2.15	5	2150000
839	RSM_5_2.25	5	2250000
840	RSM_5_2.35	5	2350000
841	RSM_5_2.45	5	2450000
842	RSM_5_2.55	5	2550000
843	RSM_5_2.65	5	2650000
844	RSM_5_2.75	5	2750000
845	RSM_5_2.85	5	2850000
846	RSM_5_2.95	5	2950000
847	RSM_5_3.05	5	3050000
848	RSM_5_3.15	5	3150000
849	RSM_5_3.25	5	3250000
850	RSM_5_3.35	5	3350000
851	RSM_5_3.45	5	3450000
852	RSM_5_3.55	5	3550000
853	RSM_5_3.65	5	3650000
854	RSM_5_3.75	5	3750000
855	RSM_5_3.85	5	3850000
856	RSM_5_3.95	5	3950000
857	RSM_5_4.05	5	4050000
858	RSM_5_4.15	5	4150000
859	RSM_5_4.25	5	4250000
860	RSM_5_4.35	5	4350000
861	RSM_5_4.45	5	4450000
862	RSM_5_4.55	5	4550000
863	RSM_5_4.65	5	4650000
864	RSM_5_4.75	5	4750000
865	RSM_5_4.85	5	4850000
866	RSM_5_4.95	5	4950000
867	RSM_5_5.05	5	5050000
868	RSM_5_5.15	5	5150000
869	RSM_5_5.25	5	5250000
870	RSM_5_5.35	5	5350000
871	RSM_5_5.45	5	5450000
872	RSM_5_5.55	5	5550000
873	RSM_5_5.65	5	5650000
874	RSM_5_5.75	5	5750000
875	RSM_5_5.85	5	5850000
876	RSM_5_5.95	5	5950000
877	RSM_5_6.05	5	6050000
878	RSM_5_6.15	5	6150000
879	RSM_5_6.25	5	6250000
880	RSM_5_6.35	5	6350000
881	RSM_5_6.45	5	6450000
882	RSM_5_6.55	5	6550000
883	RSM_5_6.65	5	6650000
884	RSM_5_6.75	5	6750000
885	RSM_5_6.85	5	6850000
886	RSM_5_6.95	5	6950000
887	RSM_5_7.05	5	7050000
888	RSM_5_7.15	5	7150000
889	RSM_5_7.25	5	7250000
890	RSM_5_7.35	5	7350000
891	RSM_5_7.45	5	7450000
892	RSM_5_7.55	5	7550000
893	RSM_5_7.65	5	7650000
894	RSM_5_7.75	5	7750000
895	RSM_5_7.85	5	7850000
896	RSM_5_7.95	5	7950000
897	RSM_5_8.05	5	8050000
898	RSM_5_8.15	5	8150000
899	RSM_5_8.25	5	8250000
900	RSM_5_8.35	5	8350000
901	RSM_5_8.45	5	8450000
902	RSM_5_8.55	5	8550000
903	RSM_5_8.65	5	8650000
904	RSM_5_8.75	5	8750000
905	RSM_5_8.85	5	8850000
906	RSM_5_8.95	5	8950000
907	RSM_5_9.05	5	9050000
908	RSM_5_9.15	5	9150000
909	RSM_5_9.25	5	9250000
910	RSM_5_9.35	5	9350000
911	RSM_5_9.45	5	9450000
912	RSM_5_9.55	5	9550000
913	RSM_5_9.65	5	9650000
914	RSM_5_9.75	5	9750000
915	RSM_5_9.85	5	9850000
916	RSM_5_10.05	5	10050000
917	RSM_5_10.25	5	10250000
918	RSM_5_10.55	5	10550000
919	RSM_5_10.65	5	10650000
920	RSM_5_10.85	5	10850000
921	RSM_5_11.65	5	11650000
922	RSM_5_12.05	5	12050000
923	RSM_5_12.55	5	12550000
924	RSM_5_12.95	5	12950000
925	RSM_5_13.25	5	13250000
926	RSM_5_13.35	5	13350000
927	RSM_5_13.45	5	13450000
928	RSM_5_13.55	5	13550000
929	RSM_5_13.65	5	13650000
930	RSM_5_13.75	5	13750000
931	RSM_5_13.85	5	13850000
932	RSM_5_14.05	5	14050000
933	RSM_5_14.15	5	14150000
934	RSM_5_14.25	5	14250000
935	RSM_5_14.55	5	14550000
936	RSM_5_14.65	5	14650000
937	RSM_5_14.75	5	14750000
938	RSM_5_14.85	5	14850000
939	RSM_5_14.95	5	14950000
940	RSM_5_15.05	5	15050000
941	RSM_5_15.15	5	15150000
942	RSM_5_15.25	5	15250000
943	RSM_5_15.35	5	15350000
944	RSM_5_15.45	5	15450000
945	RSM_5_15.55	5	15550000
946	RSM_5_15.65	5	15650000
947	RSM_5_15.75	5	15750000
948	RSM_5_15.85	5	15850000
949	RSM_5_15.95	5	15950000
950	RSM_5_16.05	5	16050000
951	RSM_5_16.15	5	16150000
952	RSM_5_16.25	5	16250000
953	RSM_5_16.35	5	16350000
954	RSM_5_16.45	5	16450000
955	RSM_5_16.55	5	16550000
956	RSM_5_16.65	5	16650000
957	RSM_5_16.75	5	16750000
958	RSM_5_16.85	5	16850000
959	RSM_5_16.95	5	16950000
960	RSM_5_17.05	5	17050000
961	RSM_5_17.15	5	17150000
962	RSM_5_17.25	5	17250000
963	RSM_5_17.35	5	17350000
964	RSM_5_17.45	5	17450000
965	RSM_5_17.55	5	17550000
966	RSM_5_17.65	5	17650000
967	RSM_5_17.75	5	17750000
968	RSM_5_17.85	5	17850000
969	RSM_5_17.95	5	17950000
970	RSM_5_18.05	5	18050000
971	RSM_5_18.15	5	18150000
972	RSM_5_18.25	5	18250000
973	RSM_5_18.35	5	18350000
974	RSM_5_18.45	5	18450000
975	RSM_5_18.55	5	18550000
976	RSM_5_18.65	5	18650000
977	RSM_5_18.75	5	18750000
978	RSM_5_18.85	5	18850000
979	RSM_5_18.95	5	18950000
980	RSM_5_19.05	5	19050000
981	RSM_5_19.15	5	19150000
982	RSM_5_19.25	5	19250000
983	RSM_5_19.35	5	19350000
984	RSM_5_19.45	5	19450000
985	RSM_5_19.55	5	19550000
986	RSM_5_19.65	5	19650000
987	RSM_5_19.75	5	19750000
988	RSM_5_19.85	5	19850000
989	RSM_5_19.95	5	19950000
990	RSM_5_20.05	5	20050000
991	RSM_5_20.15	5	20150000
992	RSM_5_20.25	5	20250000
993	RSM_5_20.35	5	20350000
994	RSM_5_20.45	5	20450000
995	RSM_5_20.55	5	20550000
996	RSM_5_20.65	5	20650000
997	RSM_5_20.75	5	20750000
998	RSM_5_20.85	5	20850000
999	RSM_5_20.95	5	20950000
1000	RSM_5_21.05	5	21050000
1001	RSM_5_21.15	5	21150000
1002	RSM_5_21.25	5	21250000
1003	RSM_5_21.35	5	21350000
1004	RSM_5_21.45	5	21450000
1005	RSM_5_21.55	5	21550000
1006	RSM_5_21.65	5	21650000
1007	RSM_5_21.75	5	21750000
1008	RSM_5_21.85	5	21850000
1009	RSM_5_21.95	5	21950000
1010	RSM_5_22.05	5	22050000
1011	RSM_5_22.15	5	22150000
1012	RSM_5_22.25	5	22250000
1013	RSM_5_22.35	5	22350000
1014	RSM_5_22.45	5	22450000
1015	RSM_5_22.55	5	22550000
1016	RSM_5_22.65	5	22650000
1017	RSM_5_22.75	5	22750000
1018	RSM_5_22.85	5	22850000
1019	RSM_5_22.95	5	22950000
1020	RSM_5_23.05	5	23050000
1021	RSM_5_23.15	5	23150000
1022	RSM_5_23.25	5	23250000
1023	RSM_5_23.35	5	23350000
1024	RSM_5_23.45	5	23450000
1025	RSM_5_23.55	5	23550000
1026	RSM_5_23.65	5	23650000
1027	RSM_5_23.75	5	23750000
1028	RSM_5_23.85	5	23850000
1029	RSM_5_23.95	5	23950000
1030	RSM_5_24.05	5	24050000
1031	RSM_5_24.15	5	24150000
1032	RSM_5_24.25	5	24250000
1033	RSM_5_24.35	5	24350000
1034	RSM_5_24.45	5	24450000
1035	RSM_5_24.55	5	24550000
1036	RSM_5_24.65	5	24650000
1037	RSM_5_24.75	5	24750000
1038	RSM_5_24.85	5	24850000
1039	RSM_5_24.95	5	24950000
1040	RSM_5_25.05	5	25050000
1041	RSM_5_25.15	5	25150000
1042	RSM_5_25.25	5	25250000
1043	RSM_5_25.35	5	25350000
1044	RSM_5_25.45	5	25450000
1045	RSM_5_25.55	5	25550000
1046	RSM_5_25.65	5	25650000
1047	RSM_5_25.75	5	25750000
1048	RSM_5_25.85	5	25850000
1049	RSM_5_25.95	5	25950000
1050	RSM_5_26.05	5	26050000
1051	RSM_5_26.15	5	26150000
1052	RSM_5_26.25	5	26250000
1053	RSM_5_26.35	5	26350000
1054	RSM_5_26.45	5	26450000
1055	RSM_5_26.55	5	26550000
1056	RSM_5_26.65	5	26650000
1057	RSM_5_26.75	5	26750000
1058	RSM_5_26.85	5	26850000
1059	RSM_5_26.95	5	26950000
